Default_ID,Loan_ID,Customer_ID,Default_Date,Default_Amount,Default_Reason,Recovery_Status,Recovery_Amount,Legal_Action
D000384,L021035,C021035,2022-05-05,98457,Business Failure,Full,0,Yes
D000385,L020118,C020118,2023-10-29,29712,Business Failure,None,14293,Yes
D000386,L049870,C049870,2022-12-30,79079,Business Failure,None,0,Yes
D000387,L038467,C038467,2023-03-31,51375,Other,None,0,No
D000388,L008073,C008073,2021-01-18,13919,Medical Emergency,None,46368,No
D000389,L054665,C054665,2022-05-08,63387,Job Loss,Partial,0,No
D000390,L024705,C024705,2023-06-08,47793,Job Loss,None,5125,No
D000391,L038003,C038003,2023-04-24,76913,Medical Emergency,Full,11160,Yes
D000392,L002859,C002859,2023-01-15,53247,Business Failure,Full,0,Yes
D000393,L081546,C081546,2022-02-12,67680,Job Loss,Full,39764,Yes
D000394,L059134,C059134,2024-10-01,8296,Job Loss,Full,40131,No
D000395,L004156,C004156,2022-04-21,7063,Other,Full,0,No
D000396,L065012,C065012,2024-09-28,73145,Other,Full,0,No
D000397,L042183,C042183,2023-05-10,44413,Medical Emergency,None,15932,No
D000398,L055832,C055832,2024-03-17,87536,Business Failure,None,0,Yes
D000399,L030934,C030934,2023-04-07,70939,Medical Emergency,None,0,Yes
D000400,L063986,C063986,2024-01-17,65063,Other,Full,0,Yes
D000401,L080003,C080003,2022-12-27,22121,Job Loss,Full,44207,Yes
D000402,L062729,C062729,2023-03-30,76539,Medical Emergency,None,15071,No
D000403,L043054,C043054,2021-12-22,68374,Medical Emergency,Full,17471,No
D000404,L024391,C024391,2022-09-10,99737,Other,Partial,40542,Yes
D000405,L075909,C075909,2023-07-23,57585,Medical Emergency,None,0,Yes
D000406,L082046,C082046,2022-10-03,99552,Business Failure,Full,36042,No
D000407,L086964,C086964,2024-05-12,54949,Medical Emergency,Partial,0,Yes
D000408,L040797,C040797,2023-11-12,79692,Other,Full,23431,No
D000409,L029528,C029528,2023-02-05,12524,Business Failure,None,0,Yes
D000410,L031103,C031103,2023-07-20,95254,Other,None,26456,Yes
D000411,L085003,C085003,2022-04-25,36130,Other,Full,30463,No
D000412,L010237,C010237,2021-04-12,37397,Job Loss,None,0,Yes
D000413,L060797,C060797,2022-03-14,42344,Medical Emergency,Full,44996,Yes
D000414,L059352,C059352,2024-10-24,5529,Business Failure,Partial,0,No
D000415,L071384,C071384,2023-05-04,35905,Other,Partial,0,No
D000416,L015413,C015413,2022-06-17,64330,Other,Full,0,Yes
D000417,L049295,C049295,2024-04-29,99233,Job Loss,Partial,0,No
D000418,L068623,C068623,2022-08-11,72359,Business Failure,Full,16614,Yes
D000419,L030447,C030447,2022-09-28,79682,Other,None,7648,Yes
D000420,L014342,C014342,2021-11-10,56122,Other,Full,15044,No
D000421,L011527,C011527,2021-05-31,87711,Job Loss,Full,27297,Yes
D000422,L005220,C005220,2024-05-14,70392,Medical Emergency,Full,0,No
D000423,L006897,C006897,2023-07-19,55042,Other,Full,28401,No
D000424,L079916,C079916,2023-09-13,48261,Other,Full,20096,Yes
D000425,L079412,C079412,2024-12-07,53977,Medical Emergency,Full,41162,Yes
D000426,L023229,C023229,2024-08-25,93904,Medical Emergency,None,31026,Yes
D000427,L074824,C074824,2021-01-05,11754,Other,Full,33748,No
D000428,L066410,C066410,2021-05-12,17044,Job Loss,None,49535,No
D000429,L017287,C017287,2022-01-05,57017,Business Failure,Full,0,Yes
D000430,L000927,C000927,2024-10-05,55240,Business Failure,None,0,No
D000431,L046378,C046378,2024-11-07,58273,Job Loss,Partial,34208,Yes
D000432,L081429,C081429,2021-03-19,19719,Medical Emergency,None,0,No
D000433,L083872,C083872,2023-10-08,53042,Medical Emergency,None,0,No
D000434,L020826,C020826,2024-03-18,87629,Business Failure,Full,0,Yes
D000435,L089238,C089238,2024-09-19,50133,Business Failure,Full,4257,Yes
D000436,L083664,C083664,2021-07-03,82810,Other,Partial,0,Yes
D000437,L054062,C054062,2021-05-02,55993,Medical Emergency,Partial,0,Yes
D000438,L023606,C023606,2023-10-16,5971,Business Failure,None,33660,No
D000439,L025490,C025490,2022-03-25,54685,Business Failure,None,0,No
D000440,L025771,C025771,2024-01-27,27903,Other,Full,41877,No
D000441,L042372,C042372,2024-05-04,9450,Job Loss,Full,0,No
D000442,L031239,C031239,2023-04-20,11074,Medical Emergency,None,0,No
D000443,L083671,C083671,2023-07-15,92799,Job Loss,Partial,5566,Yes
D000444,L035816,C035816,2024-08-27,14287,Medical Emergency,None,0,No
D000445,L062351,C062351,2022-08-14,61940,Other,Full,35816,No
D000446,L045851,C045851,2022-05-30,38799,Other,None,49258,Yes
D000447,L041060,C041060,2021-12-02,74461,Medical Emergency,None,30340,Yes
D000448,L071394,C071394,2022-02-18,7214,Job Loss,None,0,Yes
D000449,L085597,C085597,2024-12-01,86094,Job Loss,Partial,0,Yes
D000450,L050567,C050567,2024-02-20,39368,Job Loss,None,41886,Yes
D000451,L027606,C027606,2022-04-27,42204,Job Loss,Full,0,Yes
D000452,L036648,C036648,2021-05-25,90336,Medical Emergency,Partial,18269,Yes
D000453,L049444,C049444,2023-02-07,23213,Job Loss,Partial,0,No
D000454,L002614,C002614,2023-08-26,64323,Job Loss,Full,36608,Yes
D000455,L034578,C034578,2021-08-04,41043,Business Failure,Partial,27184,No
D000456,L056530,C056530,2023-09-26,47955,Medical Emergency,None,17166,Yes
D000457,L044219,C044219,2021-03-07,74186,Business Failure,Full,22560,Yes
D000458,L063357,C063357,2022-08-23,93026,Job Loss,Full,0,Yes
D000459,L077159,C077159,2022-09-11,69101,Medical Emergency,Partial,0,Yes
D000460,L007881,C007881,2024-01-01,18185,Medical Emergency,None,0,Yes
D000461,L042022,C042022,2022-03-27,71709,Job Loss,Partial,0,No
D000462,L011791,C011791,2024-08-14,28016,Business Failure,Partial,19820,Yes
D000463,L031321,C031321,2023-06-09,91879,Job Loss,Full,48835,Yes
D000464,L009379,C009379,2024-02-29,84455,Business Failure,Partial,47608,Yes
D000465,L074062,C074062,2023-10-28,60170,Job Loss,Partial,0,Yes
D000466,L076353,C076353,2023-02-17,55816,Medical Emergency,Partial,8905,Yes
D000467,L063841,C063841,2023-11-21,20824,Business Failure,Full,12914,Yes
D000468,L045121,C045121,2024-08-12,29172,Other,Partial,0,No
D000469,L000879,C000879,2022-05-03,95783,Job Loss,Full,8796,Yes
D000470,L066267,C066267,2024-04-05,53622,Medical Emergency,Partial,10497,Yes
D000471,L074911,C074911,2024-05-02,75151,Medical Emergency,None,18359,No
D000472,L056143,C056143,2022-03-16,57216,Business Failure,Full,0,No
D000473,L084108,C084108,2021-03-04,79133,Business Failure,Partial,19971,Yes
D000474,L029774,C029774,2022-01-08,11370,Job Loss,None,24709,Yes
D000475,L043957,C043957,2022-02-20,46684,Other,Full,0,Yes
D000476,L082816,C082816,2023-10-18,25323,Business Failure,None,0,Yes
D000477,L046880,C046880,2024-03-06,91647,Other,Partial,0,No
D000478,L086701,C086701,2023-02-18,18644,Other,Full,0,No
D000479,L055754,C055754,2023-07-15,82794,Business Failure,Partial,0,Yes
D000480,L071110,C071110,2024-05-29,24655,Job Loss,Full,38428,No
D000481,L082961,C082961,2021-01-13,89965,Other,Full,0,No
D000482,L067118,C067118,2023-01-12,59532,Business Failure,Full,16806,No
D000483,L018084,C018084,2022-03-06,94072,Other,None,0,No
D000484,L050996,C050996,2024-05-19,14087,Medical Emergency,Full,0,No
D000485,L067725,C067725,2023-04-13,27530,Other,None,29606,Yes
D000486,L031527,C031527,2023-02-07,54615,Job Loss,Partial,34729,Yes
D000487,L034298,C034298,2024-06-04,22655,Business Failure,None,31661,Yes
D000488,L011634,C011634,2024-01-30,32384,Job Loss,Full,0,No
D000489,L029443,C029443,2024-09-30,92622,Business Failure,Partial,12208,No
D000490,L011422,C011422,2021-11-06,85499,Job Loss,Partial,48715,Yes
D000491,L036228,C036228,2023-10-08,44313,Job Loss,Full,0,No
D000492,L044666,C044666,2024-07-11,37217,Medical Emergency,Partial,0,Yes
D000493,L014925,C014925,2021-11-16,70280,Medical Emergency,Full,0,No
D000494,L065589,C065589,2022-08-29,61474,Job Loss,Full,5350,Yes
D000495,L014902,C014902,2024-12-18,80775,Other,None,34964,Yes
D000496,L045651,C045651,2024-11-26,61586,Business Failure,Partial,38666,No
D000497,L050160,C050160,2021-02-14,75194,Medical Emergency,Full,40166,Yes
D000498,L029508,C029508,2024-06-03,73657,Business Failure,Partial,0,Yes
D000499,L007220,C007220,2022-06-12,75520,Business Failure,Full,34657,No
D000500,L078398,C078398,2022-05-23,73452,Job Loss,Partial,36269,No
D000501,L007673,C007673,2022-12-19,39178,Job Loss,Partial,34646,No
D000502,L081123,C081123,2022-09-13,45347,Other,None,0,Yes
D000503,L082722,C082722,2022-01-19,27882,Other,None,31228,No
D000504,L013808,C013808,2024-12-06,58399,Medical Emergency,Partial,41216,No
D000505,L061391,C061391,2024-09-04,29715,Medical Emergency,None,0,No
D000506,L052675,C052675,2022-04-24,67216,Job Loss,None,0,No
D000507,L021412,C021412,2021-07-21,92965,Business Failure,None,0,No
D000508,L085585,C085585,2021-10-11,74151,Medical Emergency,Partial,0,Yes
D000509,L033733,C033733,2024-10-14,36548,Job Loss,None,0,Yes
D000510,L065830,C065830,2022-03-31,66766,Job Loss,Partial,0,Yes
D000511,L002698,C002698,2023-06-29,18106,Medical Emergency,Full,0,No
D000512,L040378,C040378,2022-03-10,52562,Job Loss,None,20851,Yes
D000513,L088032,C088032,2022-08-06,79432,Business Failure,Full,11252,No
D000514,L018024,C018024,2022-07-11,37886,Medical Emergency,Partial,7636,No
D000515,L063067,C063067,2022-05-14,83953,Job Loss,Partial,0,No
D000516,L031712,C031712,2023-02-21,38686,Medical Emergency,Full,33175,No
D000517,L026126,C026126,2021-02-18,84588,Business Failure,Partial,4260,No
D000518,L024398,C024398,2022-11-24,78858,Job Loss,Partial,27992,Yes
D000519,L066363,C066363,2021-12-12,91385,Job Loss,Full,37972,Yes
D000520,L071455,C071455,2024-09-18,24523,Medical Emergency,None,15134,Yes
D000521,L075746,C075746,2021-04-13,29416,Other,Full,3855,Yes
D000522,L000429,C000429,2023-07-24,48929,Other,Full,15617,No
D000523,L084241,C084241,2024-09-05,9441,Other,Full,0,Yes
D000524,L076136,C076136,2022-10-30,27775,Business Failure,Partial,28567,No
D000525,L054048,C054048,2023-05-05,23812,Business Failure,Full,0,No
D000526,L049783,C049783,2024-04-30,26579,Other,Full,3936,Yes
D000527,L087112,C087112,2022-12-27,32338,Business Failure,Full,0,Yes
D000528,L014502,C014502,2024-05-20,51753,Other,None,20226,Yes
D000529,L055760,C055760,2024-01-12,95048,Other,None,49260,No
D000530,L024437,C024437,2021-03-25,47943,Business Failure,Full,0,Yes
D000531,L047263,C047263,2023-01-23,91375,Medical Emergency,None,43994,No
D000532,L070027,C070027,2022-06-17,22843,Medical Emergency,Full,44192,Yes
D000533,L022903,C022903,2024-08-26,9945,Medical Emergency,Partial,16844,No
D000534,L062409,C062409,2021-06-26,50513,Business Failure,None,30386,No
D000535,L060752,C060752,2023-09-17,26734,Medical Emergency,Partial,24839,Yes
D000536,L023154,C023154,2021-12-09,85783,Business Failure,None,0,No
D000537,L006609,C006609,2022-09-21,92009,Other,Full,0,Yes
D000538,L040265,C040265,2021-06-16,52572,Other,Partial,0,Yes
D000539,L072768,C072768,2022-02-17,40985,Medical Emergency,None,32135,No
D000540,L050500,C050500,2022-12-24,18167,Job Loss,Full,49332,Yes
D000541,L074517,C074517,2023-02-21,86602,Other,Partial,0,Yes
D000542,L076248,C076248,2023-09-22,35622,Other,Partial,3323,Yes
D000543,L042179,C042179,2022-07-23,14763,Business Failure,Partial,0,Yes
D000544,L061895,C061895,2023-10-02,75269,Business Failure,None,0,Yes
D000545,L039374,C039374,2023-12-27,9727,Other,Full,29478,No
D000546,L062851,C062851,2024-09-14,59078,Medical Emergency,Partial,0,Yes
D000547,L062879,C062879,2023-01-21,30691,Business Failure,Partial,27362,No
D000548,L018087,C018087,2023-06-20,16912,Other,Partial,0,Yes
D000549,L072973,C072973,2022-12-17,80627,Other,Full,38709,No
D000550,L055507,C055507,2024-07-17,31894,Other,None,21361,No
D000551,L060713,C060713,2024-08-13,51983,Other,Partial,0,Yes
D000552,L003607,C003607,2022-05-17,31161,Medical Emergency,Full,12836,No
D000553,L012677,C012677,2021-10-11,27056,Medical Emergency,Partial,0,Yes
D000554,L069658,C069658,2023-01-21,51869,Job Loss,Partial,0,Yes
D000555,L039521,C039521,2021-08-26,29621,Medical Emergency,None,46197,Yes
D000556,L014162,C014162,2021-11-17,55880,Job Loss,Partial,47182,Yes
D000557,L051477,C051477,2024-12-11,82382,Medical Emergency,None,0,Yes
D000558,L015825,C015825,2023-08-10,71557,Other,Partial,22763,Yes
D000559,L081521,C081521,2022-11-16,77082,Medical Emergency,None,48484,Yes
D000560,L058232,C058232,2023-02-15,84457,Business Failure,None,0,Yes
D000561,L076063,C076063,2024-08-24,78812,Job Loss,Partial,29039,Yes
D000562,L063798,C063798,2023-11-21,48887,Other,None,34855,No
D000563,L071307,C071307,2024-08-11,46771,Medical Emergency,None,5814,Yes
D000564,L038183,C038183,2024-04-21,5431,Other,Partial,0,No
D000565,L027074,C027074,2022-07-12,87855,Job Loss,None,0,Yes
D000566,L018228,C018228,2021-11-04,56796,Other,Partial,0,Yes
D000567,L060230,C060230,2024-02-19,39163,Medical Emergency,Partial,49577,No
D000568,L042869,C042869,2023-09-19,95348,Other,None,0,No
D000569,L023504,C023504,2021-09-18,98284,Medical Emergency,Partial,35139,No
D000570,L066432,C066432,2021-11-22,79259,Medical Emergency,Full,18392,Yes
D000571,L037937,C037937,2021-02-02,76466,Job Loss,Full,0,No
D000572,L020605,C020605,2023-12-29,55712,Job Loss,None,49433,Yes
D000573,L077098,C077098,2023-04-19,51502,Medical Emergency,Partial,39399,Yes
D000574,L073632,C073632,2023-11-01,87876,Medical Emergency,Full,0,Yes
D000575,L044275,C044275,2024-06-08,8088,Medical Emergency,None,26901,No
D000576,L074720,C074720,2023-05-25,54518,Business Failure,Partial,0,No
D000577,L082802,C082802,2021-02-05,44476,Other,Full,0,No
D000578,L054723,C054723,2023-07-21,53111,Other,Partial,7860,No
D000579,L031665,C031665,2022-05-10,75205,Medical Emergency,None,15558,Yes
D000580,L059913,C059913,2024-05-25,24598,Medical Emergency,None,29813,No
D000581,L055697,C055697,2021-05-08,17424,Job Loss,None,14887,No
D000582,L061827,C061827,2021-11-19,96612,Job Loss,Partial,21258,No
D000583,L086457,C086457,2023-12-22,93504,Job Loss,Full,48770,No
D000584,L072346,C072346,2023-07-14,40139,Other,None,0,Yes
D000585,L044735,C044735,2021-04-25,80223,Other,Full,0,Yes
D000586,L089228,C089228,2022-05-27,16430,Job Loss,Full,49456,No
D000587,L033634,C033634,2024-05-26,82254,Business Failure,None,23611,Yes
D000588,L057648,C057648,2022-11-08,73888,Medical Emergency,Partial,0,Yes
D000589,L007280,C007280,2021-06-16,81840,Other,Full,10406,No
D000590,L080202,C080202,2023-08-06,15506,Other,None,0,Yes
D000591,L083100,C083100,2024-05-15,23362,Business Failure,None,0,Yes
D000592,L079797,C079797,2022-09-28,77353,Job Loss,Full,0,No
D000593,L045617,C045617,2023-03-24,59673,Business Failure,Partial,0,Yes
D000594,L007022,C007022,2024-10-02,18733,Medical Emergency,Full,0,Yes
D000595,L011565,C011565,2022-10-17,77471,Job Loss,Full,32251,Yes
D000596,L048631,C048631,2024-02-17,89759,Other,Full,34708,No
D000597,L037842,C037842,2022-05-29,13105,Job Loss,Full,0,Yes
D000598,L073348,C073348,2022-09-06,50792,Medical Emergency,Partial,7921,Yes
D000599,L003909,C003909,2022-12-31,64859,Other,None,0,No
D000600,L061637,C061637,2024-04-01,59731,Medical Emergency,Full,16369,Yes
D000601,L081931,C081931,2022-08-30,72148,Business Failure,None,49311,No
D000602,L002483,C002483,2024-06-18,75370,Business Failure,Partial,43412,Yes
D000603,L073779,C073779,2024-03-16,60150,Job Loss,None,18598,No
D000604,L005885,C005885,2022-03-14,58250,Job Loss,Full,34755,Yes
D000605,L025492,C025492,2022-09-26,34790,Other,Full,3311,Yes
D000606,L054179,C054179,2023-02-05,50318,Other,Partial,0,Yes
D000607,L017621,C017621,2023-06-03,6506,Business Failure,Partial,0,No
D000608,L016822,C016822,2023-04-15,96680,Other,None,0,No
D000609,L075616,C075616,2023-03-09,78555,Business Failure,Full,10793,No
D000610,L080647,C080647,2022-05-26,68635,Medical Emergency,Full,0,Yes
D000611,L052940,C052940,2022-10-20,50317,Business Failure,Partial,0,No
D000612,L016282,C016282,2023-05-07,84044,Job Loss,Full,0,No
D000613,L012731,C012731,2024-10-01,82035,Job Loss,Full,0,No
D000614,L064505,C064505,2024-04-21,14544,Job Loss,None,39315,No
D000615,L005362,C005362,2024-12-19,89722,Business Failure,None,0,Yes
D000616,L054641,C054641,2024-08-30,88191,Other,None,0,Yes
D000617,L007944,C007944,2023-07-18,64018,Business Failure,Partial,0,No
D000618,L011266,C011266,2024-05-10,41611,Medical Emergency,Partial,31707,Yes
D000619,L062794,C062794,2022-11-29,54565,Medical Emergency,None,0,Yes
D000620,L067905,C067905,2022-07-24,62872,Business Failure,Partial,4745,No
D000621,L049044,C049044,2021-06-08,89838,Job Loss,None,25404,Yes
D000622,L023873,C023873,2023-01-16,42119,Other,Full,17365,Yes
D000623,L023706,C023706,2021-09-21,93506,Medical Emergency,None,41992,Yes
D000624,L087664,C087664,2022-01-03,27734,Other,None,0,No
D000625,L006554,C006554,2022-06-24,17965,Other,Full,0,No
D000626,L058469,C058469,2022-06-27,6956,Job Loss,Full,0,No
D000627,L022131,C022131,2024-10-09,44931,Job Loss,Full,37989,No
D000628,L060874,C060874,2021-04-24,71191,Other,Partial,38961,No
D000629,L045534,C045534,2021-05-30,43663,Business Failure,Full,0,No
D000630,L037091,C037091,2024-03-08,61981,Other,None,0,Yes
D000631,L001054,C001054,2024-06-12,81742,Job Loss,Partial,0,Yes
D000632,L021753,C021753,2024-03-25,29542,Medical Emergency,Full,13775,Yes
D000633,L024792,C024792,2021-11-18,6186,Job Loss,Partial,0,Yes
D000634,L059900,C059900,2022-07-25,85047,Job Loss,None,33690,Yes
D000635,L052559,C052559,2023-10-11,51994,Other,Full,0,Yes
D000636,L028764,C028764,2022-12-29,99639,Other,None,0,No
D000637,L041709,C041709,2023-05-20,74214,Job Loss,None,24566,Yes
D000638,L076536,C076536,2022-02-11,55706,Medical Emergency,Partial,36549,No
D000639,L035198,C035198,2021-12-18,52009,Job Loss,None,0,No
D000640,L030288,C030288,2024-02-03,34678,Other,Partial,0,Yes
D000641,L060749,C060749,2024-06-18,28273,Medical Emergency,Full,0,Yes
D000642,L018361,C018361,2023-10-15,94438,Business Failure,None,36692,Yes
D000643,L002896,C002896,2024-09-30,32388,Business Failure,Full,0,No
D000644,L055464,C055464,2022-07-14,80660,Other,Partial,0,No
D000645,L081799,C081799,2021-06-08,8067,Other,Partial,38328,No
D000646,L054337,C054337,2022-05-21,56339,Medical Emergency,None,6168,Yes
D000647,L033614,C033614,2022-08-09,76547,Medical Emergency,Partial,43754,Yes
D000648,L051570,C051570,2022-01-25,93683,Job Loss,Full,38472,No
D000649,L067177,C067177,2021-07-26,88165,Medical Emergency,Partial,42728,No
D000650,L064718,C064718,2022-08-20,7536,Other,Full,0,No
D000651,L088722,C088722,2022-11-11,43854,Business Failure,Partial,0,Yes
D000652,L035282,C035282,2022-04-01,46633,Job Loss,Full,6297,Yes
D000653,L011379,C011379,2021-11-19,65030,Other,Partial,23882,Yes
D000654,L064367,C064367,2022-12-22,24848,Other,None,44883,Yes
D000655,L006429,C006429,2023-04-29,62096,Other,Partial,14200,No
D000656,L009880,C009880,2022-11-20,50239,Other,None,0,No
D000657,L069261,C069261,2023-11-03,61469,Other,None,0,Yes
D000658,L065538,C065538,2022-01-28,49192,Other,Partial,12915,No
D000659,L015484,C015484,2024-05-27,57500,Business Failure,Partial,0,No
D000660,L023927,C023927,2023-10-20,90100,Job Loss,None,0,No
D000661,L054125,C054125,2022-12-31,65853,Business Failure,None,0,Yes
D000662,L000412,C000412,2024-02-05,28602,Business Failure,Partial,0,No
D000663,L039428,C039428,2024-02-21,96893,Medical Emergency,None,46387,No
D000664,L063432,C063432,2023-02-06,79702,Medical Emergency,None,0,No
D000665,L026777,C026777,2022-08-13,72197,Job Loss,Partial,27975,No
D000666,L054378,C054378,2024-09-10,21245,Business Failure,Partial,0,Yes
D000667,L067701,C067701,2023-08-27,7528,Other,Full,48759,No
D000668,L038120,C038120,2021-09-12,17864,Job Loss,Partial,43098,Yes
D000669,L060505,C060505,2021-07-21,21409,Other,None,0,No
D000670,L089626,C089626,2023-04-24,55311,Other,Partial,35724,Yes
D000671,L031926,C031926,2024-09-09,45425,Medical Emergency,Partial,17274,Yes
D000672,L034765,C034765,2022-09-18,59313,Job Loss,Full,11769,No
D000673,L049448,C049448,2023-06-29,16743,Job Loss,Partial,2280,Yes
D000674,L075896,C075896,2022-11-26,99653,Medical Emergency,Full,37804,Yes
